DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PTKA	PTKA		PTKA	allzu		Aber das delphische Orakel , dem Gyges eine stattliche Zahl von Silbervasen und sechs Mischkrüge voll Gold im Gewichte von dreißig Talenten geschickt hatte , erklärte sich für ihn und so erhielt sich der neue König auf dem lydischen Throne , den er lange Jahre innehatte , lebte glücklich und ließ seine Frau von niemand sehen , da er nur	allzu	gut wüßte , was ihm das eintragen würde .	sie Jungfräulichkeit und Scham begreifen gelernt .Aber das delphische Orakel , dem Gyges eine stattliche Zahl von Silbervasen und sechs Mischkrüge voll Gold im Gewichte von dreißig Talenten geschickt hatte , erklärte sich für ihn und so erhielt sich der neue König auf dem lydischen Throne , den er lange Jahre innehatte , lebte glücklich und ließ seine Frau von niemand sehen , da er nur allzu gut wüßte , was ihm das eintragen würde .Bedauert sie , es ist ihre erste	444	60	gautier_gautnov_gautnov.tsv
PTKA	PTKA		PTKA	allzu		Ernst von Krosigk aber hatte sein Schreiben doch	allzu	dunkel gehalten .	er nicht ganz klug werden konnte .Ernst von Krosigk aber hatte sein Schreiben doch allzu dunkel gehalten .« Denn es mußten sich bei den	2317	8	schrecke_krosigk_krosigk.tsv
PTKA	PTKA		PTKA	am			Am	besten gelang es uns aber dadurch , daß wir von den besten Schriften mit Verachtung sprachen , und das Publicum bedauerten , das mit so elendem Zeuge heimgesucht wurde .	, daß sie so schreiben mußten .Am besten gelang es uns aber dadurch , daß wir von den besten Schriften mit Verachtung sprachen , und das Publicum bedauerten , das mit so elendem Zeuge heimgesucht wurde .Wir bedienten uns verschiedener Kunstgriffe .	7022	0	graeffer_josefcur_josefcur.tsv
PTKA	PTKA		PTKA	am		Oft ließ er das im Lande schaun , Wenn er dort wunderbar manch Zeichen wirkte , Wenn seine Hände heilten Hinkende und Blinde , Und der Leute von Leiden viel erlöste , Von solchen Suchten , die	am	schwersten sind , Die Unholde anwerfen den Erdenwohnern Zu langem Lager .	Zeichen manche Wirkte in dieser Welt .Oft ließ er das im Lande schaun , Wenn er dort wunderbar manch Zeichen wirkte , Wenn seine Hände heilten Hinkende und Blinde , Und der Leute von Leiden viel erlöste , Von solchen Suchten , die am schwersten sind , Die Unholde anwerfen den Erdenwohnern Zu langem Lager .Er stand an eines Wassers Gestad Und	555	37	anonymus_heliand_heliand.tsv
PTKA	PTKA		PTKA	am		Es wäre wohl	am	besten , er schicke das Haftgeld zurück zu rechter Zeit .	wie er es mit denen bekomme .Es wäre wohl am besten , er schicke das Haftgeld zurück zu rechter Zeit .Uli sagte , wenn er im neuen	4146	3	gotthelf_ulikncht_ulikncht.tsv
PTKA	APPRART		PTKA	am		« Da kauert Schül in die Ecke , schliesst die Augen , duckt sich zusammen und stimmt den unerfasslich einfachen , wehen Choralton an , von der Mutter , die unter dem Kreuze steht , von allen Müttern , die vom Liebsten	am	härtesten leiden .	er , « lachte der Sigrist .« Da kauert Schül in die Ecke , schliesst die Augen , duckt sich zusammen und stimmt den unerfasslich einfachen , wehen Choralton an , von der Mutter , die unter dem Kreuze steht , von allen Müttern , die vom Liebsten am härtesten leiden .Er unterschätzte seine Kraft recht wie eine	2061	42	federer_papst_papst.tsv
PTKA	PTKA		PTKA	am		– Was war das für eine Hand , die sich aus dem Grabe erhoben hatte , um sich in die seinige zu legen , als er eben	am	allerwenigsten an die Vergangenheit dachte ?	unschuldiges Blut dies furchtbare Richtschwert besudelt ?– Was war das für eine Hand , die sich aus dem Grabe erhoben hatte , um sich in die seinige zu legen , als er eben am allerwenigsten an die Vergangenheit dachte ?– Mein Gang war daher auch sicher	9127	27	dumas-le_totenhan_totenhan.tsv
PTKA	PTKA		PTKA	am		Ich beobachte viel lieber für längere Zeit ein Treiben wie dies : denn , Onkel , die Sitten eines Volkes studieren sich	am	besten in einem solchen Gewühl , und ich fühle mich heute als Ethnologe ... « Der Zug hielt .	so wie vom Nacht- ins Taghemd .Ich beobachte viel lieber für längere Zeit ein Treiben wie dies : denn , Onkel , die Sitten eines Volkes studieren sich am besten in einem solchen Gewühl , und ich fühle mich heute als Ethnologe ... « Der Zug hielt .Paul Bert schon gab die Möglichkeit zu	2758	22	renard_lerne_lerne.tsv
PTKA	PTKA		PTKA	am		Bin aber nicht der Mann , der seine eigenen Worte zu verschlucken gewohnt ist , obwohl ihr wieder	am	besten zu beurteilen wissen werdet , ob eure öffentlichen Diener ihren Vollmachten getreu geblieben sind oder sie übertreten haben .	Ist das meine Notion , Mitbürger .Bin aber nicht der Mann , der seine eigenen Worte zu verschlucken gewohnt ist , obwohl ihr wieder am besten zu beurteilen wissen werdet , ob eure öffentlichen Diener ihren Vollmachten getreu geblieben sind oder sie übertreten haben .« bekräftigte Major Gale mit Nachdruck .	2460	18	sealsfld_blutbloc_blutbloc.tsv
PTKA	APPRART		PTKA	am		Sie hatte einsehen müssen , daß die Großen der Welt gerade	am	wenigsten von edlen Gefühlen geleitet werden .	« Am meisten litt sie innerlich .Sie hatte einsehen müssen , daß die Großen der Welt gerade am wenigsten von edlen Gefühlen geleitet werden .Unser Todesurteil ist gesprochen .	924	11	aretz_luise_luise.tsv
PTKA	APPR		PTKA	zu		Wer am Fuße der höchsten Alpen wohnt , sieht ihren Gipfel nicht : verzeiht – – –	Zu	stolz und scheu ist noch dein Wille !	Wie ?Wer am Fuße der höchsten Alpen wohnt , sieht ihren Gipfel nicht : verzeiht – – – Zu stolz und scheu ist noch dein Wille !Diese Lehre ward noch nie gelehrt .	3719	17	nietzsch_fragmen4_fragmen4.tsv
PTKA	PTKA		PTKA	zu		Es ist nur	zu	begreiflich , daß die Wissenschaften sich seit jeher griechischer Ausdrücke bedient haben , und mit besonderer Vorliebe gerade die sogenannten » realistischen « : Physik und Chemie , Zoologie und Botanik , Technik und Medizin , bei denen doch wohl kaum jene » Hellomanie « im Spiele ist , die man den Humanisten zum Vorwurf zu machen pflegt .	nach Bedarf ins Beliebige vermehren lassen .Es ist nur zu begreiflich , daß die Wissenschaften sich seit jeher griechischer Ausdrücke bedient haben , und mit besonderer Vorliebe gerade die sogenannten » realistischen « : Physik und Chemie , Zoologie und Botanik , Technik und Medizin , bei denen doch wohl kaum jene » Hellomanie « im Spiele ist , die man den Humanisten zum Vorwurf zu machen pflegt .Diesen Grad von Beweglichkeit , der dem	2198	3	friedell_kultalt_kultalt.tsv
PTKA	PTKA		PTKA	zu		Ich möchte gern weinen ; es ist alles	zu	schön und traumhaft .	in den Farben der tollsten Träume .Ich möchte gern weinen ; es ist alles zu schön und traumhaft .Hinter dem Damm sinkt die Sonne in	3413	8	bermann_derwisch_derwisch.tsv
PTKA	APPR		APPR	zu		Ich habe	zu	Geierling unbegrenztes Vertrauen , er ist ein weitsichtiger , energischer Kopf .	herausschlagen , wir müssen rühriger werden .Ich habe zu Geierling unbegrenztes Vertrauen , er ist ein weitsichtiger , energischer Kopf .Es gilt jetzt , den Schaden wieder	4276	2	bosshart_rufer_rufer.tsv
PTKA	PTKA		PTKA	zu		Und dann ist es	zu	spät .	nicht allein in der Loge bleiben .Und dann ist es zu spät .» Und wer sind Sie zum Beispiel	1359	4	awertsch_kurzalle_kurzalle.tsv
PTKA	PTKA		PTKA	zu		» Dann hab ich das vielleicht	zu	kompliziert formuliert , aber ich kann es nicht einfacher .	Das sind natürlich Selbstverständlichkeiten .» Dann hab ich das vielleicht zu kompliziert formuliert , aber ich kann es nicht einfacher .Ein Teil der Presse begrüßte diese Preisverteilung	55	6	horvath_autobio_autobio.tsv
