DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
$.	$.		$.	!		Hier und hier	!		Hände die Finte nicht parieren konnten .Hier und hier !Und jetzt , und jetzt !	4117	3	kipling_dbuchneu_dbuchneu.tsv
$.	$.		$.	.		« Dann stürzte sie wiederum , als habe sie ein Unrecht gegen Paaker begangen , zu dem Leichnam zurück , neben dem sie zusammensank	.		Nebsecht , « rief ein Unterbefehlshaber .« Dann stürzte sie wiederum , als habe sie ein Unrecht gegen Paaker begangen , zu dem Leichnam zurück , neben dem sie zusammensank .Und wäre das Postament dort Mena's Zelt	5207	24	ebers_uarda_uarda.tsv
$.	$.		$.	.		« murmelte Krag	.		in der brennenden Sommerhitze zu erquicken .« murmelte Krag .Das kleine Fischerdorf , das dem Ort	3275	3	elvestad_zweidame_zweidame.tsv
$.	$.		$.	.		Du bleibst hier und schwörst , oder du kommst in des Rates Gefängnis	.		Dresden mit ihm wider uns aufreizest !Du bleibst hier und schwörst , oder du kommst in des Rates Gefängnis .Ihrer Hunderte oder Taufende sind erstochen ,	7	13	schrecke_meyenbur_meyenbur.tsv
$.	$.		$.	.		Dies plötzliche nun in die Verbannung und in einen Kerker gerufene Glück hatte sogar etwas Romantisches für die Welt , die im Grunde das Regelwidrige dem Regelmäßigen vorzieht , nur darf sie es in ihren nächsten Interessen nicht berühren und ihr nicht irgend welche Opfer auferlegen	.		der Gerechtigkeit schon müssen aufhalten lassen .Dies plötzliche nun in die Verbannung und in einen Kerker gerufene Glück hatte sogar etwas Romantisches für die Welt , die im Grunde das Regelwidrige dem Regelmäßigen vorzieht , nur darf sie es in ihren nächsten Interessen nicht berühren und ihr nicht irgend welche Opfer auferlegen .Warum sollte man das Ergebniß jener zweihundertjährigen	24893	46	gutzkow_ritter_ritter.tsv
$.	$.		$.	.		Er scheint sich nicht schlecht gehalten zu haben , wenn man ihn hört	.		wir Ulmer die Wiener überflügelt hätten ?Er scheint sich nicht schlecht gehalten zu haben , wenn man ihn hört .Meine Tante schreibt mir , er sei	4745	13	eyth_ulm_ulm.tsv
$.	$.		$.	.		Unaufhörlich Lenz gelesen und mir aus ihm – so steht es mit mir – Besinnung geholt	.		, wie eine Wetterfahne im Gebirge .Unaufhörlich Lenz gelesen und mir aus ihm – so steht es mit mir – Besinnung geholt .Zu jener Zeit , die heute niemand	5986	16	kafka_tagebuch_tagebuch.tsv
$.	$.		$.	.		» Sie werden sich ärgern	.		nicht getan « , entgegnete Jovian .» Sie werden sich ärgern .» Ja freilich « , brach Lysias	9791	5	dahn_julian_julian.tsv
$.	$.		$.	.		Die Alte sagte zu ihm , er solle auf ihren Sohn warten , er werde bald kommen	.		Bauer ging wieder zu den Winden .Die Alte sagte zu ihm , er solle auf ihren Sohn warten , er werde bald kommen .« – Da sprach zu ihm der	2029	17	dietrich_russmaer_russmaer.tsv
$.	$.		$.	.		" rief der andre mit offenem Munde	.		nix für die Folgen stehen mögen ." rief der andre mit offenem Munde .Er ging im Zimmer auf und ab	10438	7	dickens_pickwick_pickwick.tsv
$.	$.		$.	.		Besonders ein Wort des Vorsitzenden drang Diethelm ins Herz , denn er hatte gesagt : Ein Verbrechen , das ungesühnt in der Seele ruht , gleicht dem Brand in einem Kohlenbergwerk ; man stopft es zu und will das Feuer ersticken , aber es brennt weiter , unterirdisch , ungesehen , und eine Öffnung , die sich auftut , läßt die Flamme emporschlagen	.		» Da hilft kein ' Sympathie .Besonders ein Wort des Vorsitzenden drang Diethelm ins Herz , denn er hatte gesagt : Ein Verbrechen , das ungesühnt in der Seele ruht , gleicht dem Brand in einem Kohlenbergwerk ; man stopft es zu und will das Feuer ersticken , aber es brennt weiter , unterirdisch , ungesehen , und eine Öffnung , die sich auftut , läßt die Flamme emporschlagen .Hat mein Vater verkauft ?	1525	63	auerbach_diethelm_diethelm.tsv
$.	$.		$.	.		Ein Ort Wyck wird schon auf Dankwerth's Karte von 1240 angeführt ; hier hatten an einer Bucht Fischer ihre Hütten sich gebaut	.		eine Allee vom steilen Ufer trennt .Ein Ort Wyck wird schon auf Dankwerth's Karte von 1240 angeführt ; hier hatten an einer Bucht Fischer ihre Hütten sich gebaut .Der bedeutendste Ort auf Föhr ist der	2453	22	kobbe_nordost_nordost.tsv
$.	$.		$.	.		Nun solle ich sehen , rief sie , wie sie marschieren könne , und schlug einen Schritt ein , den ich sogleich zu mäßigen suchte	.		Aber nein !Nun solle ich sehen , rief sie , wie sie marschieren könne , und schlug einen Schritt ein , den ich sogleich zu mäßigen suchte .Ich sagte aber , das gäbe sich	5080	25	kuegelgn_altmann_altmann.tsv
$.	$.		$.	.		Vorsehung , die da alles lenkt zum Heile , Schenkt durch ihr Licht dem Himmel Ruh , darinnen Ewig der andere kreist mit größter Eile	.		ich des Schicksals Willkür gern erfahren .Vorsehung , die da alles lenkt zum Heile , Schenkt durch ihr Licht dem Himmel Ruh , darinnen Ewig der andere kreist mit größter Eile .« In seiner Tiefe sah ich im	4877	25	dante_goettko1_goettko1.tsv
$.	$.		$.	.		Die Ältesten sendeten ihn mit einer Empfehlung an die Brüder nach London	.		hatte , fremde Länder zu sehen .Die Ältesten sendeten ihn mit einer Empfehlung an die Brüder nach London .Unser Held mußte sich also unvermutet von	2610	12	nicolai_dickmann_dickmann.tsv
$.	$.		$.	.		Ringsumher lagerten die sehr ermüdeten Träger , trotz ihres Durstes bald in tiefen Schlaf fallend	.		Organismus im Zinne des Wortes ausdörren !Ringsumher lagerten die sehr ermüdeten Träger , trotz ihres Durstes bald in tiefen Schlaf fallend .Die Schläfen pochen , kurz und heftig	412	15	schillcg_elelesch_elelesch.tsv
$.	$.		$.	.		Unwiderruflich zu Ende	.		« Hochzeit im August !Unwiderruflich zu Ende .» Ha , ha , ha ,	480	3	hedenstj_allerlei_allerlei.tsv
$.	$.		$.	.		Bevor er aber eine Antwort erhalten hatte , kamen drei große Männer in Zivil aus der Platanenallee , mit einigen Arbeitern zwischen sich	.		sind älter , aber nicht geringer .Bevor er aber eine Antwort erhalten hatte , kamen drei große Männer in Zivil aus der Platanenallee , mit einigen Arbeitern zwischen sich .Aufrecht wie das Schicksal saß sie da	4101	23	bruun_oanda_oanda.tsv
