DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PTKNEG	PTKNEG		PTKNEG	nicht		« » Sag ’s	nicht	, wir theilen , « raunte Jener dem Freiwild ins Ohr ; dieser aber entgegnete : » Vielleicht haben wir Glück .	durchgraben , « sagte der Schreiner .« » Sag ’s nicht , wir theilen , « raunte Jener dem Freiwild ins Ohr ; dieser aber entgegnete : » Vielleicht haben wir Glück .« In den Thälern ruht das Grau	1575	4	rosegger_gottsuch_gottsuch.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		Man täusche sich	nicht	; die Einsichten über das Verhältnis der Kunst zum Leben kamen viel später .	Jay , Jouy u.a. galten dafür .Man täusche sich nicht ; die Einsichten über das Verhältnis der Kunst zum Leben kamen viel später .[ Napoleon , von Deinem Bild Louise	981	3	gutzkow_uebgoete_uebgoete.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		« – » Wenn diese nun gestorben oder	nicht	zugegen sind ?	angestellt , die die Flamme anzünden ?« – » Wenn diese nun gestorben oder nicht zugegen sind ?« – » So weit die Mixtekas	5559	8	may_waldroe5_waldroe5.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		Wir wären nämlich , wenn die Regierung Seiner Majestät	nicht	Helgoland gegen ein Stück Afrika eingetauscht hätte , nach Helgoland gefahren , aber seitdem dieses Eiland für den Rest seiner glorreichen Tage dem Deutschen Reiche einverleibt worden ist , hat es die Vorzüge , die es in puncto Standesamt besaß , eingebüßt und ist auch in dieser Hinsicht so regelrecht deutsch geworden , da wir schon Old England selber aufsuchen müssen , wenn wir in all' unserer Papierlosigkeit heirathen wollen .	und ist aus der Familie Langeweile .Wir wären nämlich , wenn die Regierung Seiner Majestät nicht Helgoland gegen ein Stück Afrika eingetauscht hätte , nach Helgoland gefahren , aber seitdem dieses Eiland für den Rest seiner glorreichen Tage dem Deutschen Reiche einverleibt worden ist , hat es die Vorzüge , die es in puncto Standesamt besaß , eingebüßt und ist auch in dieser Hinsicht so regelrecht deutsch geworden , da wir schon Old England selber aufsuchen müssen , wenn wir in all' unserer Papierlosigkeit heirathen wollen .Hat ihm schon !	1098	9	bierbaum_graunzer_graunzer.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		« Nachdem Carin die Rosen bewundert hatte , sagte sie : » Ich finde , daß der Garten	nicht	mehr so schön gehalten wird , wie früher .	Jahr dauert's , dann ist's vorbei .« Nachdem Carin die Rosen bewundert hatte , sagte sie : » Ich finde , daß der Garten nicht mehr so schön gehalten wird , wie früher .Ich freue mich nur , daß Sie	1831	18	heiberg_todsuend_todsuend.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		» Ein zufälliges Ereignis , das Sie erschreckte ... « » Ich muß gestehen , ich traue ihm	nicht	.	Vorwärts , Brüder , vorwärts !» Ein zufälliges Ereignis , das Sie erschreckte ... « » Ich muß gestehen , ich traue ihm nicht .» Tötet den Verräter !	3083	18	retcliff_maharani_maharani.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		» Nun , seht Ihr , wie man einen Menschen bloßstellen könnte , wenn man	nicht	mehr weiß , was man redet , « sagte Athos , und zuckte die Achseln , als ob er Mitleid mit sich selbst fühlte .	, ich will Athos allein aufsuchen .» Nun , seht Ihr , wie man einen Menschen bloßstellen könnte , wenn man nicht mehr weiß , was man redet , « sagte Athos , und zuckte die Achseln , als ob er Mitleid mit sich selbst fühlte .Man würde Sie vor die Tür gerufen	8205	15	dumasalt_musket_musket.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		Trotzdem , daß der Bonapartismus tiefe Sympathien im Volke findet und auch die große Zahl der Ehrgeizigen , die sich	nicht	für eine Idee entscheiden wollen , in sich aufnimmt , trotzdem glaube ich nicht , daß er so bald den Sieg davontragen möchte ; käme er aber zur Herrschaft , so dürfte auch diese nicht von langer Dauer sein , und sie würde , ganz wie die frühere napoleonische Regierung , nur eine kurze Vermittlungsperiode bilden .	großen Fehler durch ihre unzeitige Knickerei .Trotzdem , daß der Bonapartismus tiefe Sympathien im Volke findet und auch die große Zahl der Ehrgeizigen , die sich nicht für eine Idee entscheiden wollen , in sich aufnimmt , trotzdem glaube ich nicht , daß er so bald den Sieg davontragen möchte ; käme er aber zur Herrschaft , so dürfte auch diese nicht von langer Dauer sein , und sie würde , ganz wie die frühere napoleonische Regierung , nur eine kurze Vermittlungsperiode bilden .Aber es ist nicht dieser libertizide Napoleon	375	20	heine_lutetia_lutetia.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		Trotzdem , daß der Bonapartismus tiefe Sympathien im Volke findet und auch die große Zahl der Ehrgeizigen , die sich nicht für eine Idee entscheiden wollen , in sich aufnimmt , trotzdem glaube ich	nicht	, daß er so bald den Sieg davontragen möchte ; käme er aber zur Herrschaft , so dürfte auch diese nicht von langer Dauer sein , und sie würde , ganz wie die frühere napoleonische Regierung , nur eine kurze Vermittlungsperiode bilden .	großen Fehler durch ihre unzeitige Knickerei .Trotzdem , daß der Bonapartismus tiefe Sympathien im Volke findet und auch die große Zahl der Ehrgeizigen , die sich nicht für eine Idee entscheiden wollen , in sich aufnimmt , trotzdem glaube ich nicht , daß er so bald den Sieg davontragen möchte ; käme er aber zur Herrschaft , so dürfte auch diese nicht von langer Dauer sein , und sie würde , ganz wie die frühere napoleonische Regierung , nur eine kurze Vermittlungsperiode bilden .Aber es ist nicht dieser libertizide Napoleon	375	34	heine_lutetia_lutetia.tsv
PTKNEG	PTKNEG		PTKNEG	nicht		Trotzdem , daß der Bonapartismus tiefe Sympathien im Volke findet und auch die große Zahl der Ehrgeizigen , die sich nicht für eine Idee entscheiden wollen , in sich aufnimmt , trotzdem glaube ich nicht , daß er so bald den Sieg davontragen möchte ; käme er aber zur Herrschaft , so dürfte auch diese	nicht	von langer Dauer sein , und sie würde , ganz wie die frühere napoleonische Regierung , nur eine kurze Vermittlungsperiode bilden .	großen Fehler durch ihre unzeitige Knickerei .Trotzdem , daß der Bonapartismus tiefe Sympathien im Volke findet und auch die große Zahl der Ehrgeizigen , die sich nicht für eine Idee entscheiden wollen , in sich aufnimmt , trotzdem glaube ich nicht , daß er so bald den Sieg davontragen möchte ; käme er aber zur Herrschaft , so dürfte auch diese nicht von langer Dauer sein , und sie würde , ganz wie die frühere napoleonische Regierung , nur eine kurze Vermittlungsperiode bilden .Aber es ist nicht dieser libertizide Napoleon	375	55	heine_lutetia_lutetia.tsv
