DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PAV	PROAV		PROAV	dabei		Als hochbedeutsamer Ersatz für die mir entzogene Möglichkeit , meine geistigen Kräfte in anderer Weise im Dienste der Menschheit zu verwerten und mir damit Ehre oder Ruhm vor Menschen zu erwerben , kommt	dabei	die Erkenntnis Gottes und göttlicher Dinge in Betracht , die ich durch die unausgesetzte Berührung mit göttlichen Strahlen erlangt habe .	zur Gewöhnung an derartige Vorstellungen zwingt .Als hochbedeutsamer Ersatz für die mir entzogene Möglichkeit , meine geistigen Kräfte in anderer Weise im Dienste der Menschheit zu verwerten und mir damit Ehre oder Ruhm vor Menschen zu erwerben , kommt dabei die Erkenntnis Gottes und göttlicher Dinge in Betracht , die ich durch die unausgesetzte Berührung mit göttlichen Strahlen erlangt habe .Demnach glaube ich für eine vielleicht nicht	266	33	schreber_nervenkr_nervenkr.tsv
PAV	PROAV		PROAV	dafür		» Zur Strafe	dafür	wurde ich in die Sotnie gesteckt .	Diese steckten das Geld schmunzelnd ein .» Zur Strafe dafür wurde ich in die Sotnie gesteckt .« Er legte zunächst so viel hin	10750	3	may_deuther5_deuther5.tsv
PAV	PROAV		PROAV	daher			Daher	seine Blässe und Nervosität , die schlaflose Nacht und die Aufregung am Morgen .	George hatte den großen Wurf getan .Daher seine Blässe und Nervosität , die schlaflose Nacht und die Aufregung am Morgen .” And Toady asked Briefless and his	917	0	thackera_2jahrma1_2jahrma1.tsv
PAV	PROAV		PROAV	dahin			Dahin	wurden die Pferde geführt .	, entlassen und das Tor geschlossen .Dahin wurden die Pferde geführt .« Als Cornelio aus der Stimme erkannte	5858	0	antholog_italnov2_italnov2.tsv
PAV	NE		PROAV	dahin		« »	Dahin	also führt die praktische Lebensweisheit ?	« » Ei !« » Dahin also führt die praktische Lebensweisheit ?» Nastignac , darf man dem Argwohn	5707	2	balzac_lebensb1_lebensb1.tsv
PAV	PROAV		PROAV	damit		Daß " Jehovah sprach zu Abram " , 1. Mose 12/1 , bedeutet die allererste Weisung ,	damit	hat es die Bewandtnis : Das Geschichtliche ist hier vorbildend , die Worte selbst aber sind ( sinnbildlich ) bezeichnend ; in der Alten Kirche war eine solche Ausdrucksweise , daß sie , wenn etwas wahr war , sagten : Jehovah sprach , oder Jehovah redete , und das bedeutet , es sei so ( wie früher gezeigt worden ) : nachdem aber die ( sinnbildlichen ) Bezeichnungen in Vorbildungen verwandelt worden waren , da redete Jehovah oder der Herr wirklich mit ihnen , und wenn dann gesagt wird : Jehovah sprach , oder Jehovah redete mit einem , so bedeutet es dasselbe wir früher .	, was ohne Erklärung erhellen kann .Daß " Jehovah sprach zu Abram " , 1. Mose 12/1 , bedeutet die allererste Weisung , damit hat es die Bewandtnis : Das Geschichtliche ist hier vorbildend , die Worte selbst aber sind ( sinnbildlich ) bezeichnend ; in der Alten Kirche war eine solche Ausdrucksweise , daß sie , wenn etwas wahr war , sagten : Jehovah sprach , oder Jehovah redete , und das bedeutet , es sei so ( wie früher gezeigt worden ) : nachdem aber die ( sinnbildlichen ) Bezeichnungen in Vorbildungen verwandelt worden waren , da redete Jehovah oder der Herr wirklich mit ihnen , und wenn dann gesagt wird : Jehovah sprach , oder Jehovah redete mit einem , so bedeutet es dasselbe wir früher .4711 .	38025	17	swedborg_mose1_mose1.tsv
PAV	PROAV		PROAV	damit		Als hochbedeutsamer Ersatz für die mir entzogene Möglichkeit , meine geistigen Kräfte in anderer Weise im Dienste der Menschheit zu verwerten und mir	damit	Ehre oder Ruhm vor Menschen zu erwerben , kommt dabei die Erkenntnis Gottes und göttlicher Dinge in Betracht , die ich durch die unausgesetzte Berührung mit göttlichen Strahlen erlangt habe .	zur Gewöhnung an derartige Vorstellungen zwingt .Als hochbedeutsamer Ersatz für die mir entzogene Möglichkeit , meine geistigen Kräfte in anderer Weise im Dienste der Menschheit zu verwerten und mir damit Ehre oder Ruhm vor Menschen zu erwerben , kommt dabei die Erkenntnis Gottes und göttlicher Dinge in Betracht , die ich durch die unausgesetzte Berührung mit göttlichen Strahlen erlangt habe .Demnach glaube ich für eine vielleicht nicht	266	23	schreber_nervenkr_nervenkr.tsv
PAV	PROAV		PROAV	danach		Meiner unglücklichen Tochter bleibt nur Einsamkeit und Zurückgezogenheit als einziges Heil übrig , und	danach	sehnt sie sich auch selbst .	, sie könnte seine Gefühle erraten .Meiner unglücklichen Tochter bleibt nur Einsamkeit und Zurückgezogenheit als einziges Heil übrig , und danach sehnt sie sich auch selbst .Aus der zarten Sorge , womit der	4446	14	bretonne_zeitgeno_zeitgeno.tsv
PAV	PROAV		PROAV	darauf			Darauf	verkündet ihr ein Engel , dass Gott ihr Gebet erhöre .	Thiere haben , sich zu erfreuen .Darauf verkündet ihr ein Engel , dass Gott ihr Gebet erhöre .Fünf Monate vergehen und Anna hat von	7222	0	ebert_litmitt3_litmitt3.tsv
PAV	PROAV		PROAV	darauf		« In diesem Augenblicke und während der Herzog mit dem , was vor seinen Augen vorging , zu sehr beschäftigt war , als daß er hätte	darauf	achten können , was hinter ihm geschah , schlich sich Oliver le Dain hinter den König und flüsterte ihm ins Ohr : » Es ist der Zigeuner Hayraddin Maugrabin !	« – » Amen !« In diesem Augenblicke und während der Herzog mit dem , was vor seinen Augen vorging , zu sehr beschäftigt war , als daß er hätte darauf achten können , was hinter ihm geschah , schlich sich Oliver le Dain hinter den König und flüsterte ihm ins Ohr : » Es ist der Zigeuner Hayraddin Maugrabin !– Nun denn , Dunois , so	3471	26	scott_quentind_quentind.tsv
