DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
$.	$.		$.	!		Guten Morgen , Hans	!		auf's Herz , wie ein Centnerstein .Guten Morgen , Hans !Was macht mein Rappe , der Hengst	580	4	aurbache_volksbch_volksbch.tsv
$.	$.		$.	!		Auch er ist , sobald er an Gott und Unsterblichkeit glaubt , sofort entschlossen , nur noch der Unsterblichkeit zu leben : » einen halben Kompromiß nehm ich nicht an	!		Held , beginnt durchaus als Pascal .Auch er ist , sobald er an Gott und Unsterblichkeit glaubt , sofort entschlossen , nur noch der Unsterblichkeit zu leben : » einen halben Kompromiß nehm ich nicht an !Diese Versöhnung mit der Wirklichkeit , mit	2883	30	bahr_kritik_kritik.tsv
$.	$.		$.	.		In einem Augenblicke wie dieser , pflegt man gern an sein Leben zu denken , und fühlt man sich von irgend einer Sünde oder von einem Unrechte bedrückt , so sucht man es wieder gut zu machen	.		in eine bessere Lage zu versetzen .In einem Augenblicke wie dieser , pflegt man gern an sein Leben zu denken , und fühlt man sich von irgend einer Sünde oder von einem Unrechte bedrückt , so sucht man es wieder gut zu machen .» Hartwig Juel wird innig gerührt werden	1296	37	etlar_armeleut_armeleut.tsv
$.	$.		$.	.		Wir vermieden beide sorgfältig , über diese Gegenstände zu sprechen , und beide beurteilten wir uns falsch	.		um seine schwache Seite nicht anzutasten .Wir vermieden beide sorgfältig , über diese Gegenstände zu sprechen , und beide beurteilten wir uns falsch .Sobald die Rede auf das Landleben kam	688	17	tolstoi_gluecehe_gluecehe.tsv
$.	$.		$.	.		Der Graf , die Komtesse , Amalie waren beruhigt	.		deren Patrouille die Reisenden eskortiert hatte .Der Graf , die Komtesse , Amalie waren beruhigt .Schlagen Sie ein zu dem Bunde ...	3558	9	alexis_cabanis_cabanis.tsv
$.	$.		$.	.		Hier wohnte unten eine Kinderhälterin unehelicher Sprossen , die an dem erworbenen Monatsgeld langsam zu Tode hungerte , das obere wohnungsähnliche Gelaß hatte der Große Geist bezogen	.		soeben gekreuzten anspruchsvollen Bürgerzeile nichts nachgab .Hier wohnte unten eine Kinderhälterin unehelicher Sprossen , die an dem erworbenen Monatsgeld langsam zu Tode hungerte , das obere wohnungsähnliche Gelaß hatte der Große Geist bezogen .Der Straßenzug des Sandgangs lief quer über	271	27	barlach_gestmond_gestmond.tsv
$.	$.		$.	.		Gülnahar Die Prophetenwahl Adamsruh Die Korrektur des Weibes Achmed , der unverbesserliche Menschenfreund Aus Klio's Notizbuch Rollt ein Wagen durch die schwüle Hardt , Fern nach Welschland auf der Hochzeitsfahrt	.		lichte Himmelsbotin , eine Peri anzuschauen .Gülnahar Die Prophetenwahl Adamsruh Die Korrektur des Weibes Achmed , der unverbesserliche Menschenfreund Aus Klio's Notizbuch Rollt ein Wagen durch die schwüle Hardt , Fern nach Welschland auf der Hochzeitsfahrt .Sahst Du je in eines Gartens duft'gen	786	30	spittelr_balladen_balladen.tsv
$.	$.		$.	.		« » Wir haben das ganze Schloß durchsucht , das Mittelgebäude sowohl wie die drei Türme dort , denn zu allen von außen sichtbaren Zimmern derselben führten Treppen und Korridore	.		Mon dieu !« » Wir haben das ganze Schloß durchsucht , das Mittelgebäude sowohl wie die drei Türme dort , denn zu allen von außen sichtbaren Zimmern derselben führten Treppen und Korridore .« » Wie , das tut er	635	30	galen_jasmund2_jasmund2.tsv
$.	$.		$.	.		Nach etwa drei Wochen , Meister , werde ich auf Rain eintreten , wenn's Euch so recht ist	.		als seine Rosse , hintennach knebelt !Nach etwa drei Wochen , Meister , werde ich auf Rain eintreten , wenn's Euch so recht ist .« lachte es hellauf , » denen	1871	18	lienert_rain_rain.tsv
$.	$.		$.	.		« » Ja	.		« » Allah !« » Ja .« » Allerdings .	3243	3	may_bagdad_0inhalt.tsv
