DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PTKVZ	PTKVZ		PTKVZ	ab		Sie setzt nicht ein einziges Mal	ab	in ihrer Rede ; sie sieht nicht das Entsetzen , die starre Verwunderung der Rätin ; sie läßt sie auch nicht zu Wort kommen , da die alte Dame ihr versichern will , sie sei unschuldig an dem Verbrechen , dessen man sie hier zeihe !	oder dem Egoismus anderer geopfert wird ?Sie setzt nicht ein einziges Mal ab in ihrer Rede ; sie sieht nicht das Entsetzen , die starre Verwunderung der Rätin ; sie läßt sie auch nicht zu Wort kommen , da die alte Dame ihr versichern will , sie sei unschuldig an dem Verbrechen , dessen man sie hier zeihe !Adele ballt ihre Fäuste .	21	6	18353-Christ__Lena.tsv
PTKVZ	PTKVZ		PTKVZ	an		Der Kerl fieng vor Schmertzen überlaut	an	zu schreyen , und ich bekam mittlerweile von einem andern , einen geringen Streiff-Hieb über den Kopff , weil mir der Hut abgefallen war .	ihm denselben ohne besondere Mühe entzwey .Der Kerl fieng vor Schmertzen überlaut an zu schreyen , und ich bekam mittlerweile von einem andern , einen geringen Streiff-Hieb über den Kopff , weil mir der Hut abgefallen war .Jedoch mit einbrechender Nacht wurden wir aufs	6533	6	97159-Schnabel__Johann_Gottfried.tsv
PTKVZ	PTKVZ		PTKVZ	an		Alles horchte auf und blickte den Marquis erwartungsvoll	an	.	des Federballes oder der seidenen Reifenschnur .Alles horchte auf und blickte den Marquis erwartungsvoll an .« Es war , als ob von	8066	8	83757-Paalzow__Henriette_von.tsv
PTKVZ	PTKVZ		PTKVZ	auf		« Er sprang	auf	.	, und sauber , wie geleckt .« Er sprang auf .Es war wieder ruhig geworden , bis	360	3	64864-Janitschek__Maria.tsv
PTKVZ	PTKVZ		PTKVZ	auf		« Am andern Morgen weckte ihn jemand	auf	, der ihn fest umschlang .	Der Parkettplatz kostete vier Groschen .« Am andern Morgen weckte ihn jemand auf , der ihn fest umschlang .Aber o Himmel , das schwierigste bei	9394	7	99250-Stendhal.tsv
PTKVZ	PTKVZ		PTKVZ	auf		Es dauert auch nicht lange , so kömmt die Schule und die Geistlichkeit mit dem Kreuze voran , stellen sich neben der Bahre	auf	, singen zwei Lieder und eine Arie und dann setzt sich der Zug nach dem Kirchhofe zu in Bewegung .	soll es einem den Hals umdrehen .Es dauert auch nicht lange , so kömmt die Schule und die Geistlichkeit mit dem Kreuze voran , stellen sich neben der Bahre auf , singen zwei Lieder und eine Arie und dann setzt sich der Zug nach dem Kirchhofe zu in Bewegung .Wenn man aber in der Neujahrsnacht unter	9	23	52796-Gr_sse__Johann_Georg_Theodor.tsv
PTKVZ	PTKVZ		PTKVZ	auf		Mir ging an der Seite des Bruders und mitten im civilisirten Leben eine neue Welt	auf	, von der ich mich nicht trennen zu können vermeinte .	Geiste des Krieges und der Waffen .Mir ging an der Seite des Bruders und mitten im civilisirten Leben eine neue Welt auf , von der ich mich nicht trennen zu können vermeinte .Aber ebenso wuchs auch das Verlangen des	1967	15	79370-May__Karl.tsv
PTKVZ	PTKVZ		PTKVZ	auf		Alles horchte	auf	und blickte den Marquis erwartungsvoll an .	des Federballes oder der seidenen Reifenschnur .Alles horchte auf und blickte den Marquis erwartungsvoll an .« Es war , als ob von	8066	2	83757-Paalzow__Henriette_von.tsv
PTKVZ	PTKVZ		PTKVZ	aus		› Damit drücke ich mit einfachen Worten	aus	, ‹ sagte er , › meine Herrn , daß ich das größte Vertrauen in Mrs. Strong setze und ihr hiermit alles bedingunglos verschreibe .	Ich öffnete die Tür .› Damit drücke ich mit einfachen Worten aus , ‹ sagte er , › meine Herrn , daß ich das größte Vertrauen in Mrs. Strong setze und ihr hiermit alles bedingunglos verschreibe .Das führte mich dorthin , zumal ich	13054	7	22325-Dickens__Charles.tsv
PTKVZ	PTKVZ		PTKVZ	aus		Aber so wir 's nicht geschickt angreifen , bleibt es ein Ast , den wir vom Baume reißen , und der Baum steht da und lacht uns	aus	.	daß es ein leichtes Ding ist ?Aber so wir 's nicht geschickt angreifen , bleibt es ein Ast , den wir vom Baume reißen , und der Baum steht da und lacht uns aus .Ich sage Euch , wenn wir uns	3214	27	965-Alexis__Willibald.tsv
