DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
VMFIN	VVFIN		NE	können		Da nun dieses etwas ungewisses ist , wie	kan	man denn um deßwillen dem 29. Augusti eine solche Eigenschafft gewiß zuschreiben , die er von der Enthäuptung Johannis des Täuffers soll erlanget haben , da doch sint der Enthauptung Johannis eine so merckliche Veränderung der Zeit und Calender vorgangen ist ?	unsers Calenders , sey enthauptet worden ?Da nun dieses etwas ungewisses ist , wie kan man denn um deßwillen dem 29. Augusti eine solche Eigenschafft gewiß zuschreiben , die er von der Enthäuptung Johannis des Täuffers soll erlanget haben , da doch sint der Enthauptung Johannis eine so merckliche Veränderung der Zeit und Calender vorgangen ist ?Und ob ich zwar dieses gar eigentlich	1953	8	97156-Schmidt__Johann_Georg.tsv
VMFIN	VMFIN		VMFIN	können		Mit dieser Kenntnis ist ihr Geist , dem selbst die Ahnungen des Innern fremd bleiben , zufrieden ; dem Gemüt , das man ihnen nicht absprechen	kann	, fehlt Tiefe .	Ihr hattet die gnädige Frau ennuiert .Mit dieser Kenntnis ist ihr Geist , dem selbst die Ahnungen des Innern fremd bleiben , zufrieden ; dem Gemüt , das man ihnen nicht absprechen kann , fehlt Tiefe .– Der Teufel hole die Sphinx und	3828	26	62301-Hoffmann__E__T__A_.tsv
VMFIN	VMFIN		VMFIN	können		Ich fühle lebhaft den Schmerz , den ich ihm zugefügt habe , allein sein Unstern will , daß mein Herz nie der Lohn seiner treuen Aufopferung sein	kann	.	, Euch nicht gerächt zu haben .Ich fühle lebhaft den Schmerz , den ich ihm zugefügt habe , allein sein Unstern will , daß mein Herz nie der Lohn seiner treuen Aufopferung sein kann .Verzeiht mir , Senhora , dieses Gefühl	2289	27	73145-Lesage__Alain_Ren_.tsv
VMFIN	VMFIN		VMFIN	können		– Wie	kann	einer mit Gott sich vernehmen wollen , daß der in ihm walten soll , der Sinn und Leben in uns erst frei erschaffen , er aber zwingt sie in eherne Bande und fordert Tag für Tag widersinnigen Gebrauch ihnen ab ?	anders vernimmt als den freien Geist .– Wie kann einer mit Gott sich vernehmen wollen , daß der in ihm walten soll , der Sinn und Leben in uns erst frei erschaffen , er aber zwingt sie in eherne Bande und fordert Tag für Tag widersinnigen Gebrauch ihnen ab ?Ja , was soll sie auch widerhallen	3817	2	4089-Arnim__Bettina_von.tsv
VMFIN	ADJD		VMFIN	können		« – » Hoho , « erwiderte Meister Abraham , » hoho , am Ende ist unser Prinzeßlein eine Art von Gymnotus electricus oder Raja torpedo oder Trichiurus indicus , wie in gewisser Art meine süße Chiara es war , oder auch wohl nur eine muntere Hausmaus , wie jene , die dem wackern Signor Cotugno eine tüchtige Ohrfeige versetzte , als er sie beim Rücken erfaßte , um sie zu sezieren , was Ihr freilich mit der Prinzessin nicht im Sinn haben	konntet	!	Schlag fährt mir durch alle Glieder .« – » Hoho , « erwiderte Meister Abraham , » hoho , am Ende ist unser Prinzeßlein eine Art von Gymnotus electricus oder Raja torpedo oder Trichiurus indicus , wie in gewisser Art meine süße Chiara es war , oder auch wohl nur eine muntere Hausmaus , wie jene , die dem wackern Signor Cotugno eine tüchtige Ohrfeige versetzte , als er sie beim Rücken erfaßte , um sie zu sezieren , was Ihr freilich mit der Prinzessin nicht im Sinn haben konntet !Doch ich springe hin , öffne den	879	83	62300-Hoffmann__E__T__A_.tsv
VMFIN	ADJD		VVFIN	können		Darum hab' ich mir gedacht , ob du uns nicht die Liebe erweisen und mit Dorsday reden	könntest	‹ – Was ?	schon früher einmal dem Papa beigesprungen .Darum hab' ich mir gedacht , ob du uns nicht die Liebe erweisen und mit Dorsday reden könntest ‹ – Was ?‹ – › Im Residenzklub hat Papa	364	17	97230-Schnitzler__Arthur.tsv
VMFIN	VMFIN		VMFIN	mögen		» So ?! « » Ja , 's	mag	ein wohl wundernehmen .	Schauer und Schauer schüttelte seinen Leib .» So ?! « » Ja , 's mag ein wohl wundernehmen .Ah , der Herr Pfarrer , der	290	8	3477-Anzengruber__Ludwig.tsv
VMFIN	VMFIN		VMFIN	müssen		Argus hett hundert augen zum sehen , aber hundert hend	muß	ein Keller und Haußknecht haben , wie Briareus , auff das er unauffhörlich unnd unermüdet zäpff , schöpft , gewinn , hol , trag , ketsch , biet , stell , giß , schenck , füll .	und unser äugen vor übernächtlichen schlaf .Argus hett hundert augen zum sehen , aber hundert hend muß ein Keller und Haußknecht haben , wie Briareus , auff das er unauffhörlich unnd unermüdet zäpff , schöpft , gewinn , hol , trag , ketsch , biet , stell , giß , schenck , füll .Trinck allzeit vor dem durst : so	358	10	25786-Fischart__Johann.tsv
VMFIN	VMFIN		VMFIN	müssen		Zu einem Landarzte , wie er sein soll und	muß	, sind Eigenschaften erforderlich , welche die Stadtärzte nicht immer besitzen .	er mich , den Kopf zurückwerfend .Zu einem Landarzte , wie er sein soll und muß , sind Eigenschaften erforderlich , welche die Stadtärzte nicht immer besitzen .« » Stellung !	485	9	90191-Saar__Ferdinand_von.tsv
VMFIN	VMFIN		VMFIN	müssen		Nur eine Art beklommener Scheu kam jetzt doch über den jungen Fürsten , eine gewisse Verlegenheit , ja wenn er ganz aufrichtig sagen wollte , was ihm geschah , so	mußte	er eingestehen , ein gewisses Mistrauen regte sich in ihm , und ein wenig auf dem Stuhle rückend , gleichsam als wollte er abbrechen , sagte er : Was ist ?	über des Mannes ganzer Erscheinung lag .Nur eine Art beklommener Scheu kam jetzt doch über den jungen Fürsten , eine gewisse Verlegenheit , ja wenn er ganz aufrichtig sagen wollte , was ihm geschah , so mußte er eingestehen , ein gewisses Mistrauen regte sich in ihm , und ein wenig auf dem Stuhle rückend , gleichsam als wollte er abbrechen , sagte er : Was ist ?Er hatte also einen werdenden Autor vor	30348	30	56355-Gutzkow__Karl.tsv
