DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PWS	PWS		PWS	was			Was	hat das Geländer gethan , daß du mit dem Beil darauf loshaust ?	, ich bin dein Vater nicht .Was hat das Geländer gethan , daß du mit dem Beil darauf loshaust ?Ich hab' dir nichts zu befehlen .	1824	0	5252-Auerbach__Berthold.tsv
PWS	PWS		PWS	was			Was	sind alle Calderonischen Sterne der Erde und Blumen des Himmels gegen diese Holden , die ich ebenfalls , auf gut calderonisch , Engel der Erde benamse , weil ich die Engel selbst Polinnen des Himmels nenne !	in seinen heitersten Stunden fröhlich hingezeichnet !Was sind alle Calderonischen Sterne der Erde und Blumen des Himmels gegen diese Holden , die ich ebenfalls , auf gut calderonisch , Engel der Erde benamse , weil ich die Engel selbst Polinnen des Himmels nenne !!! Hätte ich den Pinsel Raffaels ,	146	0	59687-Heine__Heinrich.tsv
PWS	PWS		PWS	was		Jetzt erst schien sie eines Dritten Gegenwart innezuwerden ; und da es ihr einfallen mochte , daß er wohl ihr Gespräch mit Max gehört haben könne , fragte sie mit dem ihr eigenen gütigen Lächeln : »	Was	nennen Sie leben , lieber Dezimus ?	, als die Dame lustig schien .Jetzt erst schien sie eines Dritten Gegenwart innezuwerden ; und da es ihr einfallen mochte , daß er wohl ihr Gespräch mit Max gehört haben könne , fragte sie mit dem ihr eigenen gütigen Lächeln : » Was nennen Sie leben , lieber Dezimus ?» Ein gewagtes Experiment !	1136	37	26911-Fran_ois__Louise_von.tsv
PWS	PWS		PWS	was			Was	nicht vom Herzen geht , geht nicht wieder zu Herzen .	, da tust du mir unrecht .Was nicht vom Herzen geht , geht nicht wieder zu Herzen .« » Laß ihn gehen , laß	1734	0	99448-Stifter__Adalbert.tsv
PWS	PWS		PWS	was		Er geht zum Tore hin ; aber jetzt ertönt aus dem Fenster die Stimme der Mutter : » Dafür « , sagte er mit gesenktem Kopf , » daß du dich geirrt hast ... Vielleicht wirst du mir verzeihen , wenn du dich daran erinnerst , daß ich dich gewarnt habe , du würdest dich schämen und bereuen ... « »	Was	sie geantwortet haben ?	er wird hinter dem Berge sein .Er geht zum Tore hin ; aber jetzt ertönt aus dem Fenster die Stimme der Mutter : » Dafür « , sagte er mit gesenktem Kopf , » daß du dich geirrt hast ... Vielleicht wirst du mir verzeihen , wenn du dich daran erinnerst , daß ich dich gewarnt habe , du würdest dich schämen und bereuen ... « » Was sie geantwortet haben ?Das Kind denkt nach und schaut immer	11462	61	48338-Gon_arov__Ivan_Aleksandrovi_.tsv
PWS	PWS		PWS	was		Ich bins Nachbawr / sprach der ander Lale /	was	thut jhr ?	es sey mit einem Stieffel beschehen .Ich bins Nachbawr / sprach der ander Lale / was thut jhr ?Zwen Bawren zu Laleburg waren Nachbaurn /	784	9	3449-Anonym.tsv
PWS	PWS		PWS	was		« wollte darauf abereins herausihme entgegen , was ich ihr aber wehrete , und sölle sie sich lieber ihre Haare wegkstecken ,	was	sie auch einsah und lachende weinende und betende zugleich sich ihre langen Haare wieder aufbund .	umb über das Hackelwerk zu schauen .« wollte darauf abereins herausihme entgegen , was ich ihr aber wehrete , und sölle sie sich lieber ihre Haare wegkstecken , was sie auch einsah und lachende weinende und betende zugleich sich ihre langen Haare wieder aufbund .Siehe unsere alte Magd kam außer Athem	2103	22	79540-Meinhold__Wilhelm.tsv
PWS	PWS		PWS	was		Ich sah , daß Egon nach Paris zurückwollte , ich ahnete , daß er sich von mir trennen konnte ; denn furchtbar war ,	was	er mir von der Macht dieses Armand über sich geschildert hatte .	und den Bruder mit sich fort .Ich sah , daß Egon nach Paris zurückwollte , ich ahnete , daß er sich von mir trennen konnte ; denn furchtbar war , was er mir von der Macht dieses Armand über sich geschildert hatte .Ich hab' Ihnen gesagt , wie ich	25002	24	56355-Gutzkow__Karl.tsv
PWS	PWS		PWS	was		Aber ,	was	ist Das ?	fragte Melanie mit Schalkhaftigkeit .Aber , was ist Das ?Du meinst doch meine Excellenz ?	27744	2	56355-Gutzkow__Karl.tsv
PWS	PWS		PWS	was		» Mensch , « kam es orgelnd aus der schluckenden Kehle , » Mensch ... « Dann , in der dämonischen Angst , daß er durch sein Benehmen die Gefahr nur vergrößert : das könne man ja nicht aushalten , das greife einem an die Nerven ;	was	habe man denn zu schaffen damit ?	, der Strick , das Beil .» Mensch , « kam es orgelnd aus der schluckenden Kehle , » Mensch ... « Dann , in der dämonischen Angst , daß er durch sein Benehmen die Gefahr nur vergrößert : das könne man ja nicht aushalten , das greife einem an die Nerven ; was habe man denn zu schaffen damit ?Ein finster grausendes Erstaunen malte sich in	10953	47	108455-Wassermann__Jakob.tsv
