DTA-Tag	TT-Tag	MM-TAg	Perceptron-Tag	Lemma	newtag	Prefix	Wort	Suffix	Sentence_neighborhood	sentence_index	index	filename
PDS	PDS		PDS	die		»	Das	dacht' ich mir wohl , sagte mein Oheim .	Ich könnte es nicht sagen .» Das dacht' ich mir wohl , sagte mein Oheim .Hatte ein Boden von besonderer Beschaffenheit ,	1653	1	107491-Verne__Jules.tsv
PDS	PDS		PDS	die			Das	war schwer , sehr schwer und klang aber doch so außerordentlich natürlich , so ungewollt , so ganz von selbst .	; hier war das eine Unmöglichkeit .Das war schwer , sehr schwer und klang aber doch so außerordentlich natürlich , so ungewollt , so ganz von selbst .Unser Gesang ist Kunst ; dieser war	2663	0	79322-May__Karl.tsv
PDS	ART		PDS	die		« »	Das	mußt du mir sofort erzählen !	im Cirkus singt : » Hm !« » Das mußt du mir sofort erzählen !Wenn een Wort da ist , so	5115	2	79304-May__Karl.tsv
PDS	ART		PDS	die			Das	lag teils in den Verhältnissen , teils aber auch an mir selbst .	mehr , viel mehr als daheim .Das lag teils in den Verhältnissen , teils aber auch an mir selbst .Die Andern nahmen das gar nicht etwa	4278	0	79440-May__Karl.tsv
PDS	ART		PDS	die			Die	Sucht , recht ätherisch und erhaben zu werden , hat die Flachheit geboren ; es ist Alles kahl , glatt , sogar solid langweilig geworden !	genommen für innere und äußere Ausbildung ?Die Sucht , recht ätherisch und erhaben zu werden , hat die Flachheit geboren ; es ist Alles kahl , glatt , sogar solid langweilig geworden !Liebe ist nicht denkbar ohne Hingebung ,	5462	0	110547-Willkomm__Ernst_Adolf.tsv
PDS	ART		PDS	die			Die	trug er immerhin bei sich .	Gundelfleck , steck die Laterne an .Die trug er immerhin bei sich .Hier geht es nicht weiter .	475	0	6185-Ball__Hugo.tsv
PDS	ART		ART	die			Die	düstre Schulstube , mit ihren getäfelten Wänden von durch die Zeit gebräuntem Eichenholz , in der wir dennoch so fröhliche Stunden verlebten , das große , aus mehr als hundert kleinen runden Scheiben zusammengesetzte Fenster stehen noch sehr lebhaft in meiner Erinnerung .	, uns unaufhörlich zum Lachen reizte .Die düstre Schulstube , mit ihren getäfelten Wänden von durch die Zeit gebräuntem Eichenholz , in der wir dennoch so fröhliche Stunden verlebten , das große , aus mehr als hundert kleinen runden Scheiben zusammengesetzte Fenster stehen noch sehr lebhaft in meiner Erinnerung .Leisen Schrittes näherte ich mich dem Armsessel	574	0	97248-Schopenhauer__Johanna.tsv
PDS	PDS		PDS	die		Da sagte der Jäger Jürge : › Ach , bittet hier die gute alte Mutter , daß sie doch morgen mit dem Töchterlein ihrer seligen Base bei meinem Rechte zugegen sein mögen ;	das	wird mir das Herz stärken in meiner letzten Stunde .	, er wolle mit ihm beten .Da sagte der Jäger Jürge : › Ach , bittet hier die gute alte Mutter , daß sie doch morgen mit dem Töchterlein ihrer seligen Base bei meinem Rechte zugegen sein mögen ; das wird mir das Herz stärken in meiner letzten Stunde .« Er hieß mich zu seiner Köchin	495	33	14643-Brentano__Clemens.tsv
PDS	PDS		PDS	die		Ihr Haar war dunkelblond , ein wenig heller als	das	des Bruders , die Augen fast schwarz , funkelnd und stolz , zugleich aber zuweilen ungewöhnlich gütig .	nicht der Weichheit und Grazie beraubte .Ihr Haar war dunkelblond , ein wenig heller als das des Bruders , die Augen fast schwarz , funkelnd und stolz , zugleich aber zuweilen ungewöhnlich gütig .Rasumichin war mit seiner plötzlichen , im	9034	9	22509-Dostoevskij__F_dor_Michajlovi_.tsv
PDS	ART		PDS	die		Natur hatte das Ihre gethan , um ihm diese Mühe zu ersparen ,	das	wußte mein Vater , und so hätte er sie sich auch ersparen können .	erbärmliches und böswilliges on dit ist .Natur hatte das Ihre gethan , um ihm diese Mühe zu ersparen , das wußte mein Vater , und so hätte er sie sich auch ersparen können .Es ist daher besser , ich werfe	5364	13	99260-Sterne__Laurence.tsv
PDS	PDS		PDS	die		– In faden Harmlosigkeiten freilich darf ich mich dabei nicht ergehen , auf einige Verblüffung läuft es immer hinaus – dem Geschmack der Zeit muß man Konzessionen machen ... man muß ... Welcher Künstler ist groß geworden und hat	das	nicht getan ?	läßt sich darin nicht finden !.. .– In faden Harmlosigkeiten freilich darf ich mich dabei nicht ergehen , auf einige Verblüffung läuft es immer hinaus – dem Geschmack der Zeit muß man Konzessionen machen ... man muß ... Welcher Künstler ist groß geworden und hat das nicht getan ?Jetzt sind Sie 's nicht .	479	39	23119-Ebner_Eschenbach__Marie_von.tsv
PDS	PDS		PDS	die		» Und was sollte	das	sein , was hier noch zu retten wäre ?	keine Träne in sein Auge kam .» Und was sollte das sein , was hier noch zu retten wäre ?Er atmete tief , und sein Kopf	1574	4	79543-Meisel_Hess__Grete.tsv
PDS	ART		PDS	die		Wohin soll	das	führen ?	Schäm dich deiner Heimlichkeit .Wohin soll das führen ?Schäm dich , Christian .	3073	2	108455-Wassermann__Jakob.tsv
PDS	PDS		PDS	die		Beyleibe nicht , sprach der Bauer , potztausend , nur	das	nicht , Meister Schuster !	du sie vornen in Busen stecken .Beyleibe nicht , sprach der Bauer , potztausend , nur das nicht , Meister Schuster !Der Bauer bedankte sich , und nahm	2140	10	97256-Schreger__Odilo.tsv
PDS	ART		PDS	die		Mußte man auch auf die Hoffnung verzichten , in den Polargebieten ebenso goldreiche Gegenden wie etwa Peru aufzufinden , so war	das	doch noch kein Grund , die Aufsuchung einer Nordwestpassage nach China aufzugeben .	Action nicht ohne Nutzen sein werde .Mußte man auch auf die Hoffnung verzichten , in den Polargebieten ebenso goldreiche Gegenden wie etwa Peru aufzufinden , so war das doch noch kein Grund , die Aufsuchung einer Nordwestpassage nach China aufzugeben .Da Alles , was mit der Geschichte	3619	21	107557-Verne__Jules.tsv
PDS	ART		ART	die		« » Gerade	das	ists !	» Hab' ichs Ihnen nicht prophezeit !« » Gerade das ists !» Mir scheint aber , « sagte	8372	3	57425-Hahn_Hahn__Ida_Gr_fin_von.tsv
PDS	ART		PDS	die		– Nach Hause ––	das	schicken wir hier vorauf – kam sie , die Hand umwunden mit ihrem Battisttuch .	an den Sandsteinstufen des französischen Gesandten !– Nach Hause –– das schicken wir hier vorauf – kam sie , die Hand umwunden mit ihrem Battisttuch .Der Degen rollte aus seiner Hand .	16014	4	966-Alexis__Willibald.tsv
PDS	PDS		PDS	die		« » Wie	das	?	eine Haussuchung nach obszönen Bildern vornahm .« » Wie das ?» Sie verstehen fremde Sprachen ?	3682	3	18884-Conrad__Michael_Georg.tsv
PDS	PDS		PDS	die		Hierauf würde der Bär kommen und auf die Eiche zu klettern versuchen ,	dem	solle er das Eisen , das er unterdessen wieder auf den Baum geholt haben müsse , auch auf den Kopf werfen .	solle er auf eine Eiche steigen .Hierauf würde der Bär kommen und auf die Eiche zu klettern versuchen , dem solle er das Eisen , das er unterdessen wieder auf den Baum geholt haben müsse , auch auf den Kopf werfen .Da kam das Reh wieder , das	17	13	85738-Pr_hle__Heinrich.tsv
PDS	PDS		PDS	diese			Dies	heißt , vielmehr hieße , rassenhygienisch in die Sexualkrise entwirrend eingreifen , den Menschen ihr natürliches Anrecht an ein vollerfülltes biologisches Schicksal und damit jenes natürliche Glücksgefühl wiedergeben , dessen Mangel selbst die stolzesten Naturen in ihrer Elastizität zerbricht , sie zu verkümmernden , entartenden Sonderlingen macht / es hieße der schamlosen Verkehrung des Werbekampfes mit ihren verhängnisvollen Folgen auf die Früchte dieses Kampfes Einhalt tun und normale Früchte des Rasseprozesses / befreit von einer verfälschten Auslese / erzielen .	, die die Rasse nicht schädigt .Dies heißt , vielmehr hieße , rassenhygienisch in die Sexualkrise entwirrend eingreifen , den Menschen ihr natürliches Anrecht an ein vollerfülltes biologisches Schicksal und damit jenes natürliche Glücksgefühl wiedergeben , dessen Mangel selbst die stolzesten Naturen in ihrer Elastizität zerbricht , sie zu verkümmernden , entartenden Sonderlingen macht / es hieße der schamlosen Verkehrung des Werbekampfes mit ihren verhängnisvollen Folgen auf die Früchte dieses Kampfes Einhalt tun und normale Früchte des Rasseprozesses / befreit von einer verfälschten Auslese / erzielen .Diese Möglichkeit ist nur zu erzielen :	3220	0	79544-Meisel_Hess__Grete.tsv
PDS	PDS		PDS	diese			Dieser	war in Liebe entbrannt gegen die reizende Königstochter , und sie schenkte ihm ihr Herz aus inniger Dankbarkeit .	und versprach ihm den höchsten Lohn .Dieser war in Liebe entbrannt gegen die reizende Königstochter , und sie schenkte ihm ihr Herz aus inniger Dankbarkeit .Nun geschah es , daß der Wunderarzt	7	0	10160-Bechstein__Ludwig.tsv
PDS	PDS		PDS	diese		Abwechselnd blickte er den Krämer und die Schrift an : » Lügst Du , oder	dies	Geständniß ?	Joachim öffnete und las es .Abwechselnd blickte er den Krämer und die Schrift an : » Lügst Du , oder dies Geständniß ?« Es trat ein Kammerherr ein und	6929	15	965-Alexis__Willibald.tsv
PDS	PDS		PDS	diese		Der jungen Prinzessin Elisabeth von dem Leben ihrer Mutter Nachricht zu geben , mit ihr vereint sich zu bemühen das Kloster ausfindig zu machen , in welchem die Königinn Marie lebte ,	dieses	war das hauptsächlichste , was Albrecht von der Gräfinn von Würtemberg in jenen Stunden des Abschieds forderte .	ihrer ersten Abreise aus Nürnberg gab .Der jungen Prinzessin Elisabeth von dem Leben ihrer Mutter Nachricht zu geben , mit ihr vereint sich zu bemühen das Kloster ausfindig zu machen , in welchem die Königinn Marie lebte , dieses war das hauptsächlichste , was Albrecht von der Gräfinn von Würtemberg in jenen Stunden des Abschieds forderte .schrie Ida mit gerungenen Händen !	4786	32	83002-Naubert__Benedikte.tsv
PDS	PDS		PDS	jene		« – » Hoho , « erwiderte Meister Abraham , » hoho , am Ende ist unser Prinzeßlein eine Art von Gymnotus electricus oder Raja torpedo oder Trichiurus indicus , wie in gewisser Art meine süße Chiara es war , oder auch wohl nur eine muntere Hausmaus , wie	jene	, die dem wackern Signor Cotugno eine tüchtige Ohrfeige versetzte , als er sie beim Rücken erfaßte , um sie zu sezieren , was Ihr freilich mit der Prinzessin nicht im Sinn haben konntet !	Schlag fährt mir durch alle Glieder .« – » Hoho , « erwiderte Meister Abraham , » hoho , am Ende ist unser Prinzeßlein eine Art von Gymnotus electricus oder Raja torpedo oder Trichiurus indicus , wie in gewisser Art meine süße Chiara es war , oder auch wohl nur eine muntere Hausmaus , wie jene , die dem wackern Signor Cotugno eine tüchtige Ohrfeige versetzte , als er sie beim Rücken erfaßte , um sie zu sezieren , was Ihr freilich mit der Prinzessin nicht im Sinn haben konntet !Doch ich springe hin , öffne den	879	49	62300-Hoffmann__E__T__A_.tsv
PDS	PDS		PDAT	jene		Sieht es nicht schon aus wie	jene	weißen Masken , jene Gipsabgüsse , worin wir die Züge der Verstorbenen zu bewahren suchen ?	eine deutsche Stiftsdame von vierundsechzig Ahnen .Sieht es nicht schon aus wie jene weißen Masken , jene Gipsabgüsse , worin wir die Züge der Verstorbenen zu bewahren suchen ?Denn wie Sie wissen , bei uns	554	6	59682-Heine__Heinrich.tsv
